fixed acidity,volatile acidity,residual sugar,chlorides,free sulfur dioxide,sulphates,alcohol,type_binary,quality_binary
6.1,0.16,1.1,0.031,37.0,0.58,10.5,1,0
5.7,0.21,1.1,0.035,26.0,0.52,11.4,1,0
6.6,0.855,2.4,0.062,15.0,0.6,11.0,0,0
6.2,0.2,1.0,0.031,22.0,0.52,11.3,1,0
6.2,0.18,1.0,0.031,23.0,0.52,11.3,1,0
6.9,0.14,1.0,0.041,22.0,0.54,11.4,1,0
6.0,0.44,3.1,0.053,57.0,0.39,12.7,1,0
6.3,0.68,3.7,0.103,32.0,0.66,11.3,0,0
6.2,0.7,5.1,0.076,13.0,0.6,11.9,0,0
6.8,0.67,1.8,0.118,13.0,0.67,11.3,0,0
5.7,0.37,1.1,0.029,24.0,0.39,11.7,1,0
7.4,0.35,2.4,0.068,9.0,0.6,11.9,0,0
5.9,0.55,2.2,0.062,39.0,0.76,11.2,0,0
6.8,0.62,1.9,0.068,28.0,0.82,9.5,0,0
6.3,0.51,2.3,0.076,29.0,0.75,11.0,0,0
5.3,0.16,1.0,0.028,40.0,0.59,10.6,1,0
6.4,0.21,5.9,0.047,29.0,0.4,11.0,1,0
5.4,0.74,1.7,0.089,16.0,0.56,11.6,0,0
6.3,0.55,1.8,0.077,26.0,0.82,11.6,0,0
7.2,0.66,2.5,0.068,34.0,0.78,12.8,0,0
5.8,0.61,1.8,0.066,18.0,0.66,10.9,0,0
6.6,0.21,0.8,0.034,48.0,0.68,10.5,1,0
7.3,0.21,1.0,0.037,66.0,0.52,10.2,1,0
5.1,0.11,1.6,0.028,12.0,0.52,12.2,1,0
6.5,0.15,1.3,0.036,19.0,0.41,12.3,1,0
5.6,0.19,1.1,0.032,33.0,0.5,10.4,1,0
7.5,0.31,2.4,0.065,34.0,0.85,11.4,0,0
6.0,0.17,5.0,0.028,25.0,0.34,12.3,1,0
6.7,0.15,1.7,0.037,20.0,0.53,11.4,1,0
7.2,0.39,2.6,0.066,22.0,0.84,11.5,0,0
5.9,0.32,2.1,0.027,35.0,0.42,12.7,1,0
5.7,0.28,2.2,0.019,15.0,0.52,11.2,1,0
6.5,0.63,1.8,0.059,16.0,0.64,10.1,0,0
11.1,0.44,2.2,0.064,14.0,0.57,10.4,0,0
6.0,0.42,2.0,0.075,22.0,0.78,10.0,0,0
6.6,0.23,14.9,0.051,33.0,0.54,9.0,1,0
6.7,0.2,1.4,0.025,17.0,0.44,11.0,1,0
6.3,0.22,5.6,0.039,31.0,0.46,10.4,1,0
7.5,0.19,7.1,0.056,50.0,0.52,9.9,1,0
6.9,0.84,4.1,0.074,16.0,0.72,9.25,0,0
8.0,0.14,1.2,0.045,71.0,0.47,11.0,1,0
6.8,0.32,9.6,0.026,34.0,0.35,12.1,1,0
6.6,0.23,11.4,0.044,45.0,0.51,9.7,1,0
6.9,0.84,4.1,0.074,16.0,0.72,9.233333333,0,0
6.4,0.56,1.8,0.078,17.0,0.6,10.5,0,0
6.4,0.79,2.2,0.061,11.0,0.65,10.4,0,0
6.4,0.36,2.2,0.047,26.0,0.77,9.7,0,0
7.0,0.2,8.0,0.05,29.0,0.57,10.4,1,0
6.0,0.26,3.8,0.029,48.0,0.34,12.0,1,0
6.9,0.3,10.55,0.037,4.0,0.32,12.7,1,0
7.1,0.27,2.1,0.074,17.0,0.72,10.6,0,0
6.8,0.81,2.0,0.07,6.0,0.66,10.8,0,0
7.5,0.38,2.3,0.106,5.0,0.55,11.4,0,0
6.2,0.16,1.1,0.036,74.0,0.41,11.0,1,0
6.5,0.53,2.0,0.063,29.0,0.83,10.3,0,0
6.8,0.47,2.2,0.064,18.0,0.65,9.6,0,0
6.7,0.855,1.9,0.064,29.0,0.56,10.75,0,0
7.1,0.53,1.7,0.071,15.0,0.66,10.8,0,0
6.7,0.39,2.7,0.054,27.0,0.57,10.5,1,0
6.9,0.22,6.3,0.029,41.0,0.49,10.8,1,0
6.6,0.22,14.4,0.046,39.0,0.5,9.1,1,0
6.2,0.52,4.4,0.071,11.0,0.63,11.6,0,0
5.4,0.58,1.9,0.059,20.0,0.64,10.2,0,0
6.1,0.53,1.9,0.077,24.0,0.68,10.3,0,0
6.4,0.25,11.3,0.038,69.0,0.5,10.2,1,0
7.0,0.55,2.2,0.075,15.0,0.59,9.7,0,0
7.1,0.29,7.8,0.036,49.0,0.4,10.7,1,0
5.1,0.29,8.3,0.026,27.0,0.37,11.0,1,0
6.8,0.26,6.2,0.049,55.0,0.45,9.4,1,0
6.0,0.28,5.0,0.078,30.0,0.36,9.0,1,0
8.1,0.12,0.9,0.034,36.0,0.55,12.0,1,0
7.2,0.53,2.0,0.058,18.0,0.68,9.9,0,0
6.4,0.12,1.1,0.031,37.0,0.56,11.7,1,0
6.6,0.44,2.2,0.063,9.0,0.69,11.3,0,0
7.1,0.69,2.1,0.063,42.0,0.6,10.2,0,0
7.9,0.29,2.2,0.096,21.0,0.67,10.1,0,0
6.9,0.23,8.0,0.03,30.0,0.54,11.0,1,0
7.6,0.25,4.6,0.035,51.0,0.43,13.1,1,0
5.8,0.29,3.7,0.029,30.0,0.42,12.3,1,0
7.2,0.4,2.2,0.03,40.0,0.46,12.6,1,0
10.9,0.32,1.8,0.132,17.0,0.77,11.5,0,0
12.6,0.39,2.5,0.08,8.0,0.82,10.3,0,0
5.1,0.165,5.7,0.047,42.0,0.55,9.9,1,0
6.6,0.425,2.35,0.034,23.0,0.41,11.4,1,0
6.9,0.38,13.65,0.048,52.0,0.6,9.5,1,0
7.2,0.27,15.2,0.046,6.0,0.39,10.9,1,0
7.6,0.17,4.6,0.05,23.0,0.47,9.5,1,0
6.2,0.3,1.2,0.048,19.0,0.54,12.6,1,0
10.5,0.36,2.2,0.074,9.0,0.76,12.0,0,0
8.1,0.53,2.2,0.078,33.0,0.46,9.6,0,0
9.0,0.39,1.3,0.044,25.0,0.83,10.9,0,0
7.5,0.57,2.6,0.077,11.0,0.62,10.8,0,0
6.8,0.18,9.8,0.058,64.0,0.51,10.6,1,0
6.7,0.18,10.3,0.057,64.0,0.5,10.6,1,0
6.6,0.16,6.7,0.055,43.0,0.52,10.8,1,0
8.2,0.18,1.1,0.04,41.0,0.6,12.0,1,0
7.2,0.22,7.2,0.06,41.0,0.59,11.3,1,0
8.2,0.4,1.9,0.082,8.0,0.69,10.6,0,0
6.0,0.22,1.1,0.034,47.0,0.38,12.6,1,0
6.7,0.36,8.3,0.034,29.0,0.39,12.5,1,0
6.5,0.43,11.25,0.032,31.0,0.38,12.4,1,0
6.8,0.23,8.6,0.046,47.0,0.52,10.5,1,0
6.7,0.23,8.1,0.048,45.0,0.52,10.1,1,0
6.7,0.21,1.4,0.049,36.0,0.5,11.0,1,0
7.7,0.18,2.7,0.066,15.0,0.78,11.8,0,0
10.4,0.43,2.3,0.068,13.0,0.87,11.4,0,0
6.6,0.24,6.7,0.032,26.0,0.32,12.3,1,0
7.2,0.57,2.3,0.081,16.0,0.6,10.3,0,0
8.5,0.37,1.8,0.066,26.0,0.72,11.8,0,0
6.8,0.64,2.7,0.123,15.0,0.63,11.3,0,0
6.4,0.35,12.6,0.039,19.0,0.43,10.6,1,0
7.0,0.58,4.8,0.085,12.0,0.7,11.0,0,0
7.1,0.6,2.3,0.079,24.0,0.61,10.9,0,0
6.9,0.41,2.2,0.081,22.0,0.75,11.1,0,0
5.9,0.29,13.4,0.067,72.0,0.54,10.3,0,0
9.0,0.4,2.0,0.058,15.0,0.6,12.2,0,0
6.6,0.435,9.2,0.058,66.0,0.54,9.1,1,0
5.8,0.18,1.1,0.036,31.0,0.48,12.0,1,0
5.6,0.32,8.3,0.043,32.0,0.47,11.2,1,0
7.8,0.55,1.7,0.07,7.0,0.64,9.4,0,0
6.0,0.26,4.35,0.04,15.0,0.5,12.7,1,0
7.1,0.75,2.2,0.059,11.0,0.4,12.8,0,0
7.1,0.17,1.6,0.037,15.0,0.5,12.0,1,0
6.9,0.17,2.0,0.047,13.0,0.51,11.6,1,0
8.2,0.34,1.9,0.057,43.0,0.81,12.0,0,0
5.3,0.32,9.65,0.026,26.0,0.53,12.2,1,0
6.8,0.2,12.6,0.048,54.0,0.37,10.7,1,0
5.6,0.32,7.4,0.037,25.0,0.49,11.1,1,0
5.8,0.18,1.3,0.034,9.0,0.52,11.2,1,0
5.8,0.15,1.2,0.037,14.0,0.5,10.2,1,0
7.1,0.32,9.9,0.041,63.0,0.49,10.2,1,0
7.7,0.57,1.5,0.069,4.0,0.54,9.8,0,0
6.0,0.14,5.6,0.036,37.0,0.57,9.8,1,0
6.8,0.24,9.5,0.042,56.0,0.51,10.1,1,0
6.7,0.21,14.8,0.05,31.0,0.75,8.8,1,0
7.9,0.58,2.3,0.076,23.0,0.58,9.5,0,0
6.2,0.43,1.8,0.078,21.0,0.6,9.5,0,0
7.2,0.37,11.6,0.032,34.0,0.51,9.8,1,0
7.0,0.745,1.8,0.114,15.0,0.59,9.5,0,0
6.4,0.32,4.9,0.034,18.0,0.71,12.5,1,0
7.1,0.17,14.55,0.047,47.0,0.78,9.1,1,0
5.8,0.24,10.05,0.039,63.0,0.5,11.2,1,0
7.1,0.18,15.25,0.047,45.0,0.77,9.1,1,0
8.2,0.34,5.2,0.076,19.0,0.39,12.5,1,0
6.5,0.24,1.1,0.034,26.0,0.33,12.3,1,0
9.1,0.4,4.6,0.08,6.0,0.57,12.5,0,0
6.9,0.24,7.1,0.041,20.0,0.85,11.4,1,0
7.7,0.46,3.3,0.054,18.0,0.51,10.8,1,0
6.3,0.19,5.5,0.042,44.0,0.47,10.3,1,0
7.9,0.57,2.0,0.079,10.0,0.69,9.5,0,0
7.4,0.29,10.2,0.032,43.0,0.47,10.6,1,0
8.8,0.27,2.1,0.095,20.0,0.56,11.3,0,0
6.0,0.2,1.1,0.033,38.0,0.38,11.5,1,0
10.2,0.33,1.9,0.081,6.0,0.48,10.4,0,0
9.6,0.38,1.9,0.071,5.0,0.75,10.5,0,0
6.2,0.3,1.1,0.032,31.0,0.42,12.2,1,0
6.0,0.29,1.4,0.033,30.0,0.43,13.2,1,0
6.6,0.18,1.7,0.041,53.0,0.45,10.2,1,0
5.6,0.15,5.55,0.051,51.0,0.5,11.0,1,0
6.8,0.65,2.1,0.078,8.0,0.62,10.4,0,0
7.8,0.22,9.0,0.047,38.0,0.53,10.2,1,0
7.0,0.4,1.8,0.05,51.0,0.55,11.4,1,0
6.4,0.22,4.9,0.046,50.0,0.55,11.2,1,0
6.8,0.23,6.95,0.044,42.0,0.56,10.6,1,0
6.4,0.32,1.9,0.037,34.0,0.45,11.8,1,0
8.8,0.39,1.8,0.096,22.0,0.54,12.6,1,0
7.7,0.26,2.0,0.052,19.0,0.79,10.9,0,0
6.9,0.29,8.2,0.026,35.0,0.37,12.3,1,0
6.7,0.38,9.55,0.036,35.0,0.37,12.4,1,0
8.0,0.28,8.4,0.03,35.0,0.42,12.3,1,0
6.3,0.24,2.3,0.039,43.0,0.44,11.8,1,0
7.3,0.25,1.5,0.043,19.0,0.56,10.1,1,0
6.9,0.41,2.0,0.079,21.0,0.55,9.5,0,0
7.2,0.62,2.3,0.065,8.0,0.51,11.8,0,0
8.2,0.44,2.3,0.063,10.0,0.53,10.2,0,0
7.6,0.54,1.7,0.085,17.0,0.51,10.4,0,0
7.5,0.51,1.7,0.084,13.0,0.54,10.5,0,0
6.6,0.58,2.4,0.069,19.0,0.66,12.6,0,0
7.6,0.24,3.8,0.037,49.0,0.37,11.6,1,0
7.0,0.21,5.3,0.037,36.0,0.52,10.9,1,0
8.4,0.39,1.7,0.075,6.0,0.43,9.7,0,0
7.9,0.34,6.5,0.027,47.0,0.37,12.5,1,0
7.4,0.6,2.1,0.083,17.0,0.56,9.8,0,0
6.7,0.46,1.7,0.077,18.0,0.6,10.6,0,0
5.0,0.74,1.2,0.041,16.0,0.59,12.5,0,0
9.1,0.76,1.7,0.414,18.0,1.33,9.1,0,0
6.8,0.21,1.2,0.045,24.0,0.87,10.9,1,0
8.2,0.3,12.4,0.043,52.0,0.33,12.0,1,0
7.5,0.18,4.6,0.041,67.0,0.38,10.6,1,0
5.2,0.335,1.7,0.033,17.0,0.48,12.3,1,0
7.1,0.14,1.0,0.104,20.0,0.64,11.5,1,0
6.6,0.24,12.75,0.034,8.0,0.57,12.9,1,0
6.6,0.16,1.1,0.037,41.0,0.68,12.0,1,0
6.5,0.21,7.3,0.041,49.0,0.43,11.0,1,0
7.3,0.43,2.5,0.078,27.0,0.59,11.1,0,0
9.9,0.44,2.2,0.091,10.0,0.69,11.9,0,0
11.6,0.475,1.4,0.091,6.0,0.65,10.03333333,0,0
7.2,0.45,2.0,0.078,10.0,0.51,9.9,0,0
5.2,0.49,2.3,0.09,23.0,0.62,12.2,0,0
7.5,0.58,3.1,0.153,5.0,1.03,11.6,0,0
6.9,0.19,7.9,0.042,30.0,0.39,10.5,1,0
6.5,0.34,1.0,0.023,6.0,0.54,12.9,1,0
7.8,0.3,4.6,0.024,20.0,0.66,11.9,1,0
6.1,0.68,1.4,0.037,32.0,0.45,12.0,1,0
5.2,0.34,6.2,0.031,42.0,0.41,12.5,1,0
8.0,0.77,2.1,0.079,16.0,0.5,9.8,0,0
6.2,0.19,5.1,0.019,22.0,0.36,12.5,1,0
5.7,0.16,6.3,0.043,28.0,0.58,9.9,1,0
7.6,0.17,0.9,0.036,63.0,0.41,10.7,1,0
7.3,0.2,2.3,0.048,24.0,0.35,12.0,1,0
6.9,0.54,2.2,0.088,9.0,1.18,10.5,0,0
7.2,0.605,1.9,0.096,10.0,0.53,11.8,0,0
7.8,0.21,11.9,0.039,55.0,0.31,10.3,1,0
7.6,0.15,4.3,0.051,23.0,0.44,9.5,1,0
6.5,0.24,1.0,0.027,31.0,0.36,12.3,1,0
8.3,0.16,7.9,0.025,38.0,0.37,11.9,1,0
5.7,0.15,3.7,0.045,57.0,0.27,11.2,1,0
5.7,0.2,2.5,0.046,38.0,0.5,9.9,1,0
5.0,0.38,1.6,0.048,26.0,0.75,14.0,0,0
5.7,0.6,1.4,0.063,11.0,0.56,12.2,0,0
7.4,0.19,14.5,0.045,39.0,0.5,9.2,1,0
5.9,0.395,2.4,0.056,14.0,0.67,12.4,0,0
8.2,0.635,2.1,0.073,25.0,0.75,10.9,0,0
5.9,0.24,1.4,0.035,60.0,0.44,9.6,1,0
8.1,0.24,10.5,0.03,34.0,0.42,11.8,1,0
7.1,0.16,2.5,0.068,17.0,0.54,12.4,0,0
5.8,0.23,2.0,0.043,39.0,0.39,10.2,1,0
7.5,0.33,2.6,0.051,26.0,0.53,12.7,1,0
8.7,0.63,2.7,0.096,17.0,0.63,10.2,0,0
7.9,0.765,2.0,0.084,9.0,0.68,10.9,0,0
7.1,0.46,1.9,0.077,28.0,0.64,10.4,0,0
7.0,0.69,1.9,0.114,3.0,0.6,9.7,0,0
7.4,0.16,1.4,0.065,23.0,0.47,11.4,1,0
6.5,0.32,2.3,0.051,20.0,0.52,12.8,1,0
8.0,0.715,2.3,0.075,13.0,0.54,9.5,0,0
6.6,0.2,4.4,0.184,35.0,0.45,9.4,1,0
8.0,0.34,6.4,0.035,38.0,0.23,12.2,1,0
7.8,0.58,2.1,0.102,17.0,0.53,11.2,0,0
7.3,0.44,1.6,0.049,24.0,0.57,11.7,0,0
7.2,0.53,2.1,0.064,15.0,0.61,12.1,0,0
5.2,0.645,2.15,0.08,15.0,0.61,12.5,0,0
6.8,0.27,8.2,0.055,52.0,0.52,9.5,1,0
6.7,0.24,11.3,0.043,64.0,0.53,9.9,1,0
6.8,0.27,7.3,0.054,58.0,0.49,9.4,1,0
5.4,0.74,1.2,0.041,16.0,0.59,12.5,0,0
6.7,0.13,6.6,0.056,60.0,0.43,9.4,1,0
6.8,0.21,7.0,0.038,27.0,0.82,11.5,1,0
6.2,0.2,11.8,0.035,21.0,0.34,11.9,1,0
6.6,0.25,3.0,0.054,22.0,0.47,10.4,1,0
6.9,0.22,6.0,0.035,44.0,0.33,12.5,1,0
7.5,0.63,2.0,0.083,17.0,0.58,9.8,0,0
7.0,0.36,2.4,0.086,24.0,0.53,10.1,0,0
7.0,0.36,2.3,0.086,20.0,0.54,10.1,0,0
6.4,0.16,1.0,0.036,29.0,0.52,11.0,1,0
6.3,0.3,1.6,0.049,14.0,0.49,9.5,1,0
6.5,0.51,3.0,0.064,12.0,0.59,12.8,0,0
7.0,0.29,1.4,0.036,42.0,0.62,11.6,1,0
9.1,0.37,2.1,0.064,4.0,0.8,11.2,0,0
6.8,0.22,6.7,0.034,39.0,0.46,11.5,1,0
7.7,0.27,3.8,0.037,46.0,0.38,11.6,1,0
6.7,0.86,2.0,0.1,20.0,0.74,11.7,0,0
6.7,0.13,4.2,0.043,52.0,0.54,11.3,1,0
5.7,0.23,7.95,0.042,16.0,0.61,10.3,1,0
8.8,0.27,2.0,0.1,20.0,0.69,11.2,0,0
6.2,0.27,6.3,0.048,47.0,0.6,11.0,1,0
9.5,0.46,2.7,0.092,14.0,0.74,10.0,0,0
5.5,0.16,1.5,0.032,35.0,0.77,12.0,1,0
6.4,0.19,10.2,0.043,40.0,0.5,9.7,1,0
6.6,0.29,2.2,0.027,21.0,0.48,12.4,1,0
6.8,0.51,2.1,0.074,9.0,0.56,9.5,0,0
9.0,0.53,1.9,0.171,6.0,0.61,9.4,0,0
12.4,0.35,2.6,0.079,27.0,0.75,10.4,0,0
6.5,0.2,3.9,0.04,27.0,0.53,11.8,1,0
6.6,0.17,7.4,0.052,45.0,0.37,10.0,1,0
6.2,0.15,11.0,0.035,46.0,0.38,9.1,1,0
10.6,0.31,2.5,0.067,6.0,0.86,10.7,0,0
7.5,0.55,2.0,0.078,10.0,0.78,9.5,0,0
14.3,0.31,1.8,0.075,6.0,0.79,8.4,0,0
5.9,0.26,5.4,0.046,34.0,0.41,11.4,1,0
11.2,0.66,2.5,0.085,16.0,0.72,11.0,0,0
9.5,0.46,6.3,0.064,5.0,0.73,11.0,0,0
8.1,0.825,2.1,0.084,5.0,0.77,10.7,0,0
6.8,0.27,13.0,0.047,69.0,0.5,9.6,1,0
10.0,0.48,2.7,0.102,13.0,0.56,10.0,0,0
5.0,0.27,1.2,0.076,42.0,0.47,10.1,1,0
9.4,0.43,2.8,0.092,14.0,0.73,10.0,0,0
7.3,0.36,7.1,0.033,48.0,0.62,10.6,1,0
11.5,0.35,3.3,0.07,10.0,0.91,11.0,0,0
10.9,0.53,4.6,0.118,10.0,0.56,11.7,0,0
6.3,0.48,1.8,0.035,35.0,0.74,12.2,1,0
7.2,0.21,10.5,0.035,36.0,0.4,10.6,1,0
5.3,0.31,10.5,0.031,53.0,0.46,11.7,1,0
5.2,0.185,1.0,0.03,47.0,0.44,10.15,1,0
5.5,0.16,1.2,0.026,31.0,0.44,11.63333333,1,0
6.0,0.17,1.7,0.042,14.0,0.54,10.8,1,0
6.0,0.16,1.6,0.042,13.0,0.54,10.8,1,0
6.2,0.36,2.2,0.095,19.0,0.57,11.7,0,0
5.5,0.3,1.9,0.029,33.0,0.66,12.5,1,0
9.8,0.5,2.6,0.25,5.0,0.79,10.7,0,0
5.5,0.16,1.2,0.026,31.0,0.44,11.65,1,0
6.1,0.27,3.9,0.034,42.0,0.46,10.9,1,0
6.0,0.27,3.6,0.035,36.0,0.46,10.8,1,0
8.7,0.7,2.5,0.226,5.0,0.6,9.0,0,0
6.3,0.23,10.4,0.043,61.0,0.46,9.1,1,0
7.6,0.29,2.7,0.092,25.0,0.61,10.1,0,0
5.6,0.26,11.4,0.029,25.0,0.49,10.5,1,0
6.2,0.35,18.4,0.051,28.0,0.62,9.3,1,0
13.0,0.47,4.3,0.085,6.0,0.68,12.7,0,0
5.8,0.27,1.2,0.076,47.0,0.45,10.3,1,0
5.9,0.27,2.0,0.034,31.0,0.56,12.3,1,0
5.8,0.315,19.4,0.031,28.0,0.4,10.55,1,0
6.7,0.3,12.1,0.045,38.0,0.53,8.9,1,0
6.1,0.41,12.6,0.032,54.0,0.43,10.6,1,0
5.8,0.385,3.7,0.031,38.0,0.63,11.2,1,0
6.0,0.27,1.7,0.021,18.0,0.95,13.13333333,1,0
7.0,0.24,1.3,0.043,18.0,0.45,11.0,1,0
6.8,0.23,1.5,0.036,35.0,0.45,11.3,1,0
6.0,0.34,6.1,0.046,29.0,0.57,10.7,1,0
6.7,0.22,1.2,0.036,36.0,0.76,11.4,1,0
5.8,0.29,1.6,0.062,17.0,0.35,11.1,1,0
5.8,0.38,1.1,0.058,20.0,0.43,9.7,1,0
5.6,0.33,1.2,0.031,33.0,0.58,10.9,1,0
5.6,0.295,1.1,0.035,40.0,0.56,10.6,1,0
6.5,0.28,7.8,0.031,54.0,0.42,13.1,1,0
5.3,0.275,7.4,0.038,28.0,0.51,11.0,1,0
5.7,0.22,1.1,0.05,97.0,0.62,11.1,1,0
6.2,0.28,1.0,0.043,50.0,0.36,11.5,1,0
4.8,0.29,1.1,0.044,38.0,0.34,11.9,1,0
5.1,0.3,2.3,0.048,40.0,0.46,12.2,1,0
7.8,0.52,1.9,0.081,14.0,0.65,9.0,0,0
7.0,0.36,2.5,0.048,67.0,0.56,11.1,1,0
11.2,0.67,2.3,0.084,6.0,0.71,9.5,0,0
5.7,0.4,5.1,0.026,17.0,0.67,12.4,1,0
10.0,0.59,2.2,0.09,26.0,0.63,10.2,0,0
9.8,0.25,2.7,0.088,15.0,0.9,10.0,0,0
10.3,0.27,2.1,0.072,15.0,0.66,12.8,0,0
9.1,0.22,2.1,0.078,1.0,0.87,10.3,0,0
5.5,0.62,1.7,0.037,24.0,0.39,13.55,1,0
8.2,0.42,2.6,0.084,32.0,0.75,8.7,0,0
6.2,0.3,2.2,0.036,28.0,0.38,11.6,1,0
4.7,0.785,3.4,0.036,23.0,0.92,13.8,1,0
7.0,0.38,2.5,0.097,33.0,0.77,11.4,0,0
6.0,0.31,7.4,0.175,47.0,0.5,9.4,1,0
10.9,0.21,2.8,0.088,11.0,0.68,11.7,0,0
7.0,0.17,1.0,0.075,19.0,0.62,11.4,1,0
5.7,0.33,1.4,0.043,28.0,0.5,12.3,1,0
6.2,0.26,8.0,0.047,35.0,0.42,10.4,1,0
12.5,0.6,4.3,0.1,5.0,0.74,11.9,0,0
10.7,0.4,2.1,0.125,15.0,0.81,9.7,0,0
5.1,0.26,6.4,0.034,26.0,0.41,9.2,1,0
6.6,0.28,10.9,0.051,37.0,0.62,9.5,1,0
6.0,0.17,7.3,0.039,39.0,0.57,11.0,1,0
6.0,0.26,1.3,0.053,66.0,0.62,10.4,1,0
6.9,0.31,12.7,0.038,33.0,0.65,10.4,1,0
10.6,0.34,3.2,0.078,20.0,0.7,10.0,0,0
5.0,0.33,4.6,0.032,40.0,0.4,11.0,1,0
10.8,0.4,2.2,0.084,7.0,0.67,9.3,0,0
8.3,0.49,1.8,0.222,6.0,0.6,9.5,0,0
10.1,0.28,1.8,0.05,5.0,0.79,10.2,0,0
7.2,0.57,1.6,0.076,9.0,0.7,9.6,0,0
7.2,0.52,1.4,0.074,5.0,0.81,9.6,0,0
6.2,0.28,5.0,0.043,50.0,0.64,10.8,1,0
5.8,0.29,10.7,0.038,49.0,0.59,11.2,1,0
5.8,0.345,10.8,0.033,26.0,0.49,10.0,1,0
9.4,0.33,2.8,0.079,9.0,0.54,12.0,0,0
6.7,0.42,8.6,0.068,24.0,0.57,11.3,0,0
6.0,0.24,1.3,0.036,42.0,0.64,11.73333333,1,0
6.9,0.54,12.7,0.049,59.0,0.54,10.5,1,0
6.0,0.24,1.3,0.036,42.0,0.64,11.75,1,0
6.6,0.26,1.2,0.035,43.0,0.63,11.4,1,0
8.9,0.29,1.9,0.067,25.0,1.36,10.3,0,0
6.5,0.21,5.7,0.043,47.0,0.5,10.1,1,0
6.8,0.29,3.4,0.035,40.0,0.47,12.3,1,0
7.6,0.41,3.0,0.087,21.0,0.57,10.5,0,0
8.7,0.54,2.5,0.097,7.0,0.6,9.3,0,0
7.9,0.51,2.9,0.077,21.0,0.96,12.1,0,0
11.3,0.34,2.0,0.082,6.0,0.66,9.2,0,0
6.1,0.19,2.6,0.041,24.0,0.5,10.9,1,0
12.3,0.27,3.1,0.079,28.0,0.8,10.2,0,0
8.0,0.45,2.2,0.094,16.0,0.49,10.2,0,0
8.2,0.59,2.5,0.093,19.0,0.65,9.3,0,0
6.5,0.29,3.0,0.036,38.0,0.59,12.0,1,0
6.4,0.865,3.2,0.071,27.0,0.49,12.7,0,0
6.6,0.28,12.9,0.033,31.0,0.39,11.2,1,0
8.1,0.72,2.8,0.084,18.0,0.72,11.1,0,0
5.9,0.44,2.5,0.03,12.0,0.48,10.8,1,0
5.9,0.2,1.3,0.047,23.0,0.45,10.0,1,0
7.2,0.49,2.7,0.069,13.0,0.48,9.2,0,0
9.7,0.31,1.6,0.062,13.0,0.66,10.0,0,0
7.8,0.545,2.5,0.068,11.0,0.61,11.6,0,0
7.0,0.64,2.1,0.067,9.0,0.67,9.4,0,0
6.4,0.38,4.5,0.038,36.0,0.42,11.2,1,0
10.6,1.02,2.9,0.076,26.0,0.57,10.1,0,0
11.8,0.38,2.1,0.071,5.0,0.62,10.8,0,0
7.0,0.65,2.1,0.066,8.0,0.67,9.5,0,0
5.1,0.47,1.3,0.034,18.0,0.62,12.8,0,0
6.6,0.4,5.3,0.038,20.0,0.73,12.6,1,0
6.4,0.4,4.2,0.032,15.0,0.52,13.1,1,0
6.3,0.3,8.2,0.034,50.0,0.49,11.7,1,0
11.5,0.31,2.2,0.079,14.0,0.93,9.8,0,0
9.2,0.755,2.2,0.148,10.0,1.36,10.2,0,0
7.5,0.64,2.4,0.077,18.0,0.6,10.0,0,0
6.3,0.36,3.2,0.075,15.0,0.52,12.7,0,0
7.0,0.27,1.3,0.173,34.0,0.46,9.2,1,0
6.4,0.69,7.6,0.044,34.0,0.38,10.1,1,0
6.6,0.39,1.7,0.07,23.0,0.5,11.5,0,0
6.3,0.36,8.3,0.053,51.0,0.51,9.6,1,0
5.7,0.27,9.0,0.053,32.0,0.37,10.4,1,0
5.6,0.205,12.55,0.051,31.0,0.38,10.8,1,0
7.2,0.33,1.4,0.034,26.0,0.57,10.6,1,0
5.9,0.21,1.8,0.033,45.0,0.5,12.7,1,0
7.6,0.51,2.4,0.091,8.0,0.66,9.6,0,0
5.4,0.205,12.55,0.051,31.0,0.38,10.8,1,0
10.6,0.31,2.2,0.063,18.0,0.51,9.8,0,0
6.4,0.28,3.0,0.04,19.0,0.47,11.1,1,0
6.7,0.15,7.9,0.034,17.0,0.31,10.0,1,0
5.5,0.315,2.6,0.033,10.0,0.59,10.8,1,0
4.8,0.225,1.2,0.074,47.0,0.4,10.3,1,0
5.2,0.24,7.1,0.043,32.0,0.48,9.9,1,0
6.1,0.32,10.7,0.036,27.0,0.52,10.2,1,0
6.0,0.25,7.7,0.053,37.0,0.5,9.4,1,0
6.4,0.42,8.4,0.05,58.0,0.46,9.7,1,0
6.1,0.15,1.2,0.03,19.0,0.96,13.0,1,0
12.4,0.4,2.0,0.059,6.0,0.6,9.3,0,0
11.9,0.58,1.9,0.071,5.0,0.63,10.0,0,0
6.6,0.285,11.4,0.035,57.0,0.54,8.9,1,0
10.1,0.65,5.1,0.11,11.0,0.64,10.4,0,0
8.8,0.48,3.3,0.092,26.0,0.53,10.5,0,0
7.1,0.43,2.8,0.036,43.0,0.47,13.4,1,0
6.6,0.25,1.3,0.04,28.0,0.48,11.2,1,0
6.6,0.33,2.0,0.027,14.0,0.63,12.4,1,0
7.3,0.17,8.2,0.028,44.0,0.41,12.4,1,0
8.3,0.6,2.6,0.085,6.0,0.59,9.2,0,0
8.3,0.58,2.9,0.096,14.0,0.62,9.1,0,0
13.2,0.46,2.2,0.071,12.0,0.56,9.0,0,0
